rotten_tomatoes_link,review_content,movie_title,movie_info,id
m/alexandras-project,nihilistic film covers familiar territory in a fresh new way that is extremely memorable,Alexandra's Project,"Returning home from work, a man (Gary Sweet) finds a videotape that has disturbing revelations from his vengeful wife (Helen Buday).",11777
m/1037780-man_in_the_moon,Newcomer Witherspoon manages to strike exactly the right note as the tomboy on the verge of womanhood while Waterston works on several levels at once.,The Man in the Moon,"Maureen Trant (Emily Warfield) and her younger sibling Dani (Reese Witherspoon) share a strong connection, but local boy Court Foster (Jason London) threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.",55917
m/1037780-man_in_the_moon,Mulligan uses a delicate touch in revealing the confusion in growing up and the loss in discovering that the world isn't as simple or perfect as children believe it to be.,The Man in the Moon,"Maureen Trant (Emily Warfield) and her younger sibling Dani (Reese Witherspoon) share a strong connection, but local boy Court Foster (Jason London) threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.",55913
m/alexandras-project,It's a movie that will leave few men unrattled and many women vicariously satisfied.,Alexandra's Project,"Returning home from work, a man (Gary Sweet) finds a videotape that has disturbing revelations from his vengeful wife (Helen Buday).",11766
m/albino_alligator,"Sleek, efficient thriller.",Albino Alligator,"When a robbery in New Orleans ends in disaster, the mercurial burglar Dova (Matt Dillon) escapes with his cohorts to a seedy, nearby bar. Capturing all those inside, the criminals trade barbs with the establishment's feisty bartender Janet Boudreaux (Faye Dunaway). The pub becomes highly volatile, however, when the police encircle it; as it turns out, they were already there surveilling another of the bar's patrons, a suspected illicit arms trafficker named Guy Foucard (Viggo Mortensen).",28511
m/1067234-boomerang,The best work is done against the grain of Louis de Rochemont's newsreel tidiness,Boomerang!,"Connecticut prosecutor Henry Harvey (Dana Andrews), faced with a political maelstrom in the wake of the shooting death of a Catholic priest on a city street corner, feels tremendous pressure to prosecute a vagrant ex-soldier whom Police Chief Robinson (Lee J. Cobb) apprehended in connection with the crime. After the vagrant confesses, it looks to be an open and shut case, but Harvey remains unconvinced and chooses to risk his career in order to discover the truth.",6221
m/a_night_in_old_mexico,"... has some effective comedic moments, yet is less compelling as an examination of aging or fractured family dynamics.",A Night In Old Mexico,"After traveling to Mexico with his grandson (Jeremy Irvine), a rancher (Robert Duvall) finds stolen money from a drug deal.",11121
m/1018009-running_scared,"Has all the logic and transitional ease of a Pokmon-style card game played by 5-year-olds who don't understand the rules, so they make up their own as they go.",Running Scared,"Ray and Danny (Gregory Hines, Billy Crystal) are two Chicago police detectives hot on the trail of drug kingpin Julio Gonzales (Jimmy Smits). They manage to nab the drug lord, but the bust is messy, and the two are suspended. While vacationing in Key West, Fla., they decide to retire from the police force and open up a bar. But when they return to Chicago and find out that Gonzales has been released on bail, they vow not to quit the force until the dangerous dealer is behind bars for good.",9804
m/aparajito,...eloquently dramatizes oppositions: tradition versus invention; religion versus science; adolescence versus adulthood.,Aparajito,"The second part of Satyajit Ray's famous Apu trilogy, this Indian drama focuses on young Apu, who lives with his mother, Sarbajaya (Kanu Bandyopadhyay), and father, Harihar (Pinaki Sengupta), near the Ganges River. When Harihar dies suddenly, Apu and Sarbajaya move to a small village to be near relatives. Eventually, she reluctantly allows her son (now played by Smaran Ghosal) to attend school in Calcutta. As Apu acclimates to life in the city, Sarbajaya struggles with his absence.",659
m/1079452-assignment,,The Assignment,"Annibal Ramirez (Aidan Quinn) is an American naval officer who looks remarkably like notorious international assassin Carlos Sanchez (also Quinn). Veteran CIA agent Jack Shaw (Donald Sutherland) has a vendetta against Sanchez and recruits Ramirez to impersonate the fugitive. Along with Mossad operative Amos (Ben Kingsley), Shaw begins training Ramirez to become Sanchez, but the mission proves to be incredibly perilous, and the American soon wonders if it's worth the risk.",40787
m/1213735-death_in_love,"The story of miserable people living miserable lives without redemption, humor or hope.",Death in Love,Two sons struggle to deal with their mother's affair with the Nazi doctor who experimented on them.,72158
m/1034067-switch,,Switch,"Steve Brooks (Perry King), a sexist womanizer, is killed by a group of his angry former lovers. In heaven, he makes a bargain with God for redemption and agrees to return to Earth. Once there, he must have a sincere relationship with a female and make her fall in love with him. If not, Steve's soul will become the property of the devil (Bruce Martyn Payne). But the devil hedges his bet, and Steve is reincarnated as a woman named Amanda Brooks (Ellen Barkin).",2427
m/a_score_to_settle,The execution falls short thanks in part to the devolution from contemplative drama to unbridled shoot 'em up.,A Score to Settle,"Diagnosed with a fatal condition, a mob enforcer leaves prison after 19 years and plots a bloody course of revenge against his old gang.",7576
m/10008126-straightheads,It's clear from the start this isn't a revenge drama that's going to wimp out at the end.,Straightheads (Closure),"There is instant chemistry between Alice (Gillian Anderson), a businesswoman, and Adam (Danny Dyer), a younger working-class man who installs a security system in her London apartment. She takes him to a party in the country, and they end up making love. But the night turns horrific when they encounter three thugs who maim Adam and rape Alice. The incident turns them into fearful recluses until Alice spots the leader of their attackers (Anthony Calf) -- and the two victims plot a brutal revenge.",96288
m/1032795-connection,"""Though now hailed as trailblazer for alternative cinema, at the time, Clarke's experimental work about heroin junkies, was so controversial that it was banned for a year due to its """"foul"""" language.""",The Connection,"In a cramped and dirty apartment, eight junkies variously goof off, chat and play jazz music while waiting for their heroin connection to show up. They've also struck a deal with documentary filmmaker Jim Dunn (William Redfield) : They'll let him film them provided he pays for their drugs. When the dealer, Cowboy (Carl Lee), arrives, he's suspicious of the filmmaker and his camera, enough so that Dunn considers trying heroin himself to prove he's no narc and to better understand his subjects.",29681
m/a_night_in_old_mexico,"The movie doesn't have the same kind of emotional depth that Duvall and Wittliff managed to pull off decades ago. Worse, the dialogue often sounds stilted.",A Night In Old Mexico,"After traveling to Mexico with his grandson (Jeremy Irvine), a rancher (Robert Duvall) finds stolen money from a drug deal.",11112
m/1078030-hoodlum,Impressively mounted if overly familiar gangster tale.,Hoodlum,"Having just been released from jail, Bumpy Johnson (Laurence Fishburne) returns to his criminal ways as a linchpin in the African-American-run numbers racket. However, Bumpy's longtime friend Illinois Gordon (Chi McBride) and girlfriend Francine Hughes (Vanessa Williams) are both eager to get him back on the straight and narrow. But a brewing rivalry with Mafia boss Lucky Luciano (Andy Garcia) and his henchman Dutch Schultz (Tim Roth) threatens to raise the stakes to dangerous new levels.",17344
